loan_id,loan_amount,region
185158,19200.000000000,West
185440,19200.000000000,West
185140,19200.000000000,West
184678,19200.000000000,West
185204,19200.000000000,West
184997,19200.000000000,West
184770,19200.000000000,West
184762,19200.000000000,West
184826,19200.000000000,West
185326,19200.000000000,West
185018,19200.000000000,West
184642,19200.000000000,West
185135,19200.000000000,West
184655,19200.000000000,West
184935,19200.000000000,West
184780,19200.000000000,West
185010,19200.000000000,West
184949,19200.000000000,West
184766,19200.000000000,West
184761,19200.000000000,West
184891,19200.000000000,West
185117,19200.000000000,West
184738,19200.000000000,West
184621,19200.000000000,West
185237,19200.000000000,West
184579,19200.000000000,West
184818,19200.000000000,West
185464,19200.000000000,West
184853,19200.000000000,West
184699,19200.000000000,West
185137,19200.000000000,West
185145,19200.000000000,West
184923,19200.000000000,West
185191,19200.000000000,West
184813,19200.000000000,West
184809,19200.000000000,West
184732,19200.000000000,West
185165,19200.000000000,West
185368,19200.000000000,West
185435,19200.000000000,West
184730,19200.000000000,West
184589,19200.000000000,West
185008,19200.000000000,West
185127,19200.000000000,West
184644,19200.000000000,West
185455,19200.000000000,West
185112,19200.000000000,West
184653,19200.000000000,West
184739,19200.000000000,West
184688,19200.000000000,West
184859,19200.000000000,West
185077,19200.000000000,West
184765,19200.000000000,West
185406,19200.000000000,West
185020,19200.000000000,West
184668,19200.000000000,West
185386,19200.000000000,West
185060,19200.000000000,West
185115,19200.000000000,West
185415,19200.000000000,West
185189,19200.000000000,West
184570,19200.000000000,West
185380,19200.000000000,West
185462,19200.000000000,West
184724,19200.000000000,West
185047,19200.000000000,West
185274,19200.000000000,West
185364,19200.000000000,West
185093,19200.000000000,West
185263,19200.000000000,West
185054,19200.000000000,West
185302,19200.000000000,West
185048,19200.000000000,West
185320,19200.000000000,West
185443,19200.000000000,West
184689,19200.000000000,West
185036,19200.000000000,West
184845,19200.000000000,West
185023,19200.000000000,West
184564,19200.000000000,West
184629,19200.000000000,West
184682,19200.000000000,West
184769,19200.000000000,West
185421,19200.000000000,West
184995,19200.000000000,West
184691,19200.000000000,West
184964,19200.000000000,West
184559,19200.000000000,West
185041,19200.000000000,West
184677,19200.000000000,West
184566,19200.000000000,West
184866,19200.000000000,West
184601,19200.000000000,West
184890,19200.000000000,West
184801,19200.000000000,West
185085,19200.000000000,West
184927,19200.000000000,West
185045,19200.000000000,West
185285,19200.000000000,West
185361,19200.000000000,West
184706,19200.000000000,West
184867,19200.000000000,West
184636,19200.000000000,West
184916,19200.000000000,West
185039,19200.000000000,West
185450,19200.000000000,West
184709,19200.000000000,West
185262,19200.000000000,West
184932,19200.000000000,West
185431,19200.000000000,West
185003,19200.000000000,West
184970,19200.000000000,West
185222,19200.000000000,West
184924,19200.000000000,West
184567,19200.000000000,West
185314,19200.000000000,West
185392,19200.000000000,West
185190,19200.000000000,West
185142,19200.000000000,West
184819,19200.000000000,West
185249,19200.000000000,West
185269,19200.000000000,West
184686,19200.000000000,West
185125,19200.000000000,West
185312,19200.000000000,West
184848,19200.000000000,West
184796,19200.000000000,West
185032,19200.000000000,West
184974,19200.000000000,West
185221,19200.000000000,West
185016,19200.000000000,West
185447,19200.000000000,West
185284,19200.000000000,West
184886,19200.000000000,West
185110,19200.000000000,West
184583,19200.000000000,West
185025,19200.000000000,West
185007,19200.000000000,West
184753,19200.000000000,West
185457,19200.000000000,West
184599,19200.000000000,West
184959,19200.000000000,West
185154,19200.000000000,West
185200,19200.000000000,West
184832,19200.000000000,West
185227,19200.000000000,West
185303,19200.000000000,West
184772,19200.000000000,West
184948,19200.000000000,West
185322,19200.000000000,West
184726,19200.000000000,West
184627,19200.000000000,West
184973,19200.000000000,West
184672,19200.000000000,West
185397,19200.000000000,West
184695,19200.000000000,West
185218,19200.000000000,West
184568,19200.000000000,West
184806,19200.000000000,West
184605,19200.000000000,West
185328,19200.000000000,West
184960,19200.000000000,West
184902,19200.000000000,West
185049,19200.000000000,West
184694,19200.000000000,West
184596,19200.000000000,West
184944,19200.000000000,West
184896,19200.000000000,West
184919,19200.000000000,West
185107,19200.000000000,West
185208,19200.000000000,West
185403,19200.000000000,West
185446,19200.000000000,West
184967,19200.000000000,West
185324,19200.000000000,West
185390,19200.000000000,West
185065,19200.000000000,West
167438,16000.000000000,West
162873,16000.000000000,West
165489,16000.000000000,West
165966,16000.000000000,West
166883,16000.000000000,West
165477,16000.000000000,West
165574,16000.000000000,West
166385,16000.000000000,West
169600,16000.000000000,West
162509,16000.000000000,West
162844,16000.000000000,West
169599,16000.000000000,West
163025,16000.000000000,West
164558,16000.000000000,West
168923,16000.000000000,West
163766,16000.000000000,West
166464,16000.000000000,West
169288,16000.000000000,West
165721,16000.000000000,West
168494,16000.000000000,West
168242,16000.000000000,West
162772,16000.000000000,West
162707,16000.000000000,West
163172,16000.000000000,West
164005,16000.000000000,West
163810,16000.000000000,West
168395,16000.000000000,West
164304,16000.000000000,West
162000,16000.000000000,West
165848,16000.000000000,West
162781,16000.000000000,West
161875,16000.000000000,West
161860,16000.000000000,West
163874,16000.000000000,West
168715,16000.000000000,West
168960,16000.000000000,West
169596,16000.000000000,West
163750,16000.000000000,West
167295,16000.000000000,West
169550,16000.000000000,West
167440,16000.000000000,West
165829,16000.000000000,West
166455,16000.000000000,West
166550,16000.000000000,West
162358,16000.000000000,West
166132,16000.000000000,West
164042,16000.000000000,West
164595,16000.000000000,West
165389,16000.000000000,West
166149,16000.000000000,West
163815,16000.000000000,West
161881,16000.000000000,West
164702,16000.000000000,West
165717,16000.000000000,West
164950,16000.000000000,West
168681,16000.000000000,West
169110,16000.000000000,West
163134,16000.000000000,West
167136,16000.000000000,West
165777,16000.000000000,West
162435,16000.000000000,West
165110,16000.000000000,West
163302,16000.000000000,West
164195,16000.000000000,West
169474,16000.000000000,West
165226,16000.000000000,West
164501,16000.000000000,West
162843,16000.000000000,West
165123,16000.000000000,West
162625,16000.000000000,West
168312,16000.000000000,West
163980,16000.000000000,West
167833,16000.000000000,West
169542,16000.000000000,West
162587,16000.000000000,West
169485,16000.000000000,West
166638,16000.000000000,West
163064,16000.000000000,West
169138,16000.000000000,West
162589,16000.000000000,West
164182,16000.000000000,West
168117,16000.000000000,West
163248,16000.000000000,West
165753,16000.000000000,West
166536,16000.000000000,West
165856,16000.000000000,West
161949,16000.000000000,West
162541,16000.000000000,West
164334,16000.000000000,West
168733,16000.000000000,West
161899,16000.000000000,West
161912,16000.000000000,West
163467,16000.000000000,West
162163,16000.000000000,West
168996,16000.000000000,West
166151,16000.000000000,West
168947,16000.000000000,West
165663,16000.000000000,West
162812,16000.000000000,West
169601,16000.000000000,West
167062,16000.000000000,West
167078,16000.000000000,West
168275,16000.000000000,West
164517,16000.000000000,West
163141,16000.000000000,West
165619,16000.000000000,West
167522,16000.000000000,West
161853,16000.000000000,West
162066,16000.000000000,West
165878,16000.000000000,West
161804,16000.000000000,West
164377,16000.000000000,West
161954,16000.000000000,West
165170,16000.000000000,West
169429,16000.000000000,West
164703,16000.000000000,West
165403,16000.000000000,West
167653,16000.000000000,West
169001,16000.000000000,West
168037,16000.000000000,West
167362,16000.000000000,West
162700,16000.000000000,West
163663,16000.000000000,West
163830,16000.000000000,West
168227,16000.000000000,West
166085,16000.000000000,West
162680,16000.000000000,West
165003,16000.000000000,West
167436,16000.000000000,West
162434,16000.000000000,West
166366,16000.000000000,West
167051,16000.000000000,West
169204,16000.000000000,West
165555,16000.000000000,West
164037,16000.000000000,West
164148,16000.000000000,West
167050,16000.000000000,West
162088,16000.000000000,West
163456,16000.000000000,West
165351,16000.000000000,West
169177,16000.000000000,West
162299,16000.000000000,West
168193,16000.000000000,West
163461,16000.000000000,West
165451,16000.000000000,West
166653,16000.000000000,West
168049,16000.000000000,West
169525,16000.000000000,West
164804,16000.000000000,West
163216,16000.000000000,West
161993,16000.000000000,West
164828,16000.000000000,West
162667,16000.000000000,West
165380,16000.000000000,West
167134,16000.000000000,West
165215,16000.000000000,West
165354,16000.000000000,West
167194,16000.000000000,West
162014,16000.000000000,West
165739,16000.000000000,West
166125,16000.000000000,West
168704,16000.000000000,West
166153,16000.000000000,West
166731,16000.000000000,West
168249,16000.000000000,West
161795,16000.000000000,West
162586,16000.000000000,West
163235,16000.000000000,West
167052,16000.000000000,West
166919,16000.000000000,West
162164,16000.000000000,West
164627,16000.000000000,West
162963,16000.000000000,West
165678,16000.000000000,West
169227,16000.000000000,West
164184,16000.000000000,West
166786,16000.000000000,West
162861,16000.000000000,West
163137,16000.000000000,West
163444,16000.000000000,West
164079,16000.000000000,West
167753,16000.000000000,West
169340,16000.000000000,West
164372,16000.000000000,West
166421,16000.000000000,West
162104,16000.000000000,West
168874,16000.000000000,West
163441,16000.000000000,West
165138,16000.000000000,West
168210,16000.000000000,West
167617,16000.000000000,West
169583,16000.000000000,West
161941,16000.000000000,West
163866,16000.000000000,West
162236,16000.000000000,West
162723,16000.000000000,West
162817,16000.000000000,West
163470,16000.000000000,West
164578,16000.000000000,West
168165,16000.000000000,West
161773,16000.000000000,West
166468,16000.000000000,West
163222,16000.000000000,West
165839,16000.000000000,West
161815,16000.000000000,West
162396,16000.000000000,West
162660,16000.000000000,West
164183,16000.000000000,West
163202,16000.000000000,West
163796,16000.000000000,West
166130,16000.000000000,West
169289,16000.000000000,West
166975,16000.000000000,West
163817,16000.000000000,West
164500,16000.000000000,West
166384,16000.000000000,West
165105,16000.000000000,West
166373,16000.000000000,West
168514,16000.000000000,West
169398,16000.000000000,West
168712,16000.000000000,West
163291,16000.000000000,West
162323,16000.000000000,West
163300,16000.000000000,West
168801,16000.000000000,West
162523,16000.000000000,West
164543,16000.000000000,West
168810,16000.000000000,West
165642,16000.000000000,West
166815,16000.000000000,West
168455,16000.000000000,West
164823,16000.000000000,West
164475,16000.000000000,West
163288,16000.000000000,West
165342,16000.000000000,West
169553,16000.000000000,West
162594,16000.000000000,West
162046,16000.000000000,West
165971,16000.000000000,West
167918,16000.000000000,West
166084,16000.000000000,West
167678,16000.000000000,West
161854,16000.000000000,West
164679,16000.000000000,West
161962,16000.000000000,West
166627,16000.000000000,West
162899,16000.000000000,West
167433,16000.000000000,West
162534,16000.000000000,West
164662,16000.000000000,West
163897,16000.000000000,West
166375,16000.000000000,West
168220,16000.000000000,West
165713,16000.000000000,West
165311,16000.000000000,West
166795,16000.000000000,West
164278,16000.000000000,West
166629,16000.000000000,West
168672,16000.000000000,West
164478,16000.000000000,West
168883,16000.000000000,West
164193,16000.000000000,West
167670,16000.000000000,West
167542,16000.000000000,West
163752,16000.000000000,West
165542,16000.000000000,West
162301,16000.000000000,West
163116,16000.000000000,West
163386,16000.000000000,West
162178,16000.000000000,West
168561,16000.000000000,West
168775,16000.000000000,West
167282,16000.000000000,West
164289,16000.000000000,West
162440,16000.000000000,West
167719,16000.000000000,West
166066,16000.000000000,West
166983,16000.000000000,West
169470,16000.000000000,West
167710,16000.000000000,West
165284,16000.000000000,West
168906,16000.000000000,West
163188,16000.000000000,West
168620,16000.000000000,West
163321,16000.000000000,West
162501,16000.000000000,West
168393,16000.000000000,West
163900,16000.000000000,West
166370,16000.000000000,West
165976,16000.000000000,West
167243,16000.000000000,West
167914,16000.000000000,West
162187,16000.000000000,West
168406,16000.000000000,West
169022,16000.000000000,West
164176,16000.000000000,West
169273,16000.000000000,West
168456,16000.000000000,West
163176,16000.000000000,West
163982,16000.000000000,West
164399,16000.000000000,West
165401,16000.000000000,West
169428,16000.000000000,West
167053,16000.000000000,West
162424,16000.000000000,West
165849,16000.000000000,West
166954,16000.000000000,West
164717,16000.000000000,West
167975,16000.000000000,West
169035,16000.000000000,West
165712,16000.000000000,West
163880,16000.000000000,West
165294,16000.000000000,West
162533,16000.000000000,West
166040,16000.000000000,West
162242,16000.000000000,West
163544,16000.000000000,West
165627,16000.000000000,West
164343,16000.000000000,West
164393,16000.000000000,West
169526,16000.000000000,West
162935,16000.000000000,West
169287,16000.000000000,West
169524,16000.000000000,West
165504,16000.000000000,West
167720,16000.000000000,West
168380,16000.000000000,West
161889,16000.000000000,West
162609,16000.000000000,West
162510,16000.000000000,West
167905,16000.000000000,West
163534,16000.000000000,West
166143,16000.000000000,West
168512,16000.000000000,West
168271,16000.000000000,West
169416,16000.000000000,West
165511,16000.000000000,West
168328,16000.000000000,West
168427,16000.000000000,West
163517,16000.000000000,West
168813,16000.000000000,West
169324,16000.000000000,West
162129,16000.000000000,West
165802,16000.000000000,West
166667,16000.000000000,West
162110,16000.000000000,West
164728,16000.000000000,West
163529,16000.000000000,West
165310,16000.000000000,West
162469,16000.000000000,West
166335,16000.000000000,West
163231,16000.000000000,West
162204,16000.000000000,West
165604,16000.000000000,West
166901,16000.000000000,West
162671,16000.000000000,West
166930,16000.000000000,West
161788,16000.000000000,West
162991,16000.000000000,West
167204,16000.000000000,West
168730,16000.000000000,West
163974,16000.000000000,West
165896,16000.000000000,West
162154,16000.000000000,West
164057,16000.000000000,West
164355,16000.000000000,West
168608,16000.000000000,West
165046,16000.000000000,West
167341,16000.000000000,West
169257,16000.000000000,West
165762,16000.000000000,West
168796,16000.000000000,West
161951,16000.000000000,West
162832,16000.000000000,West
166858,16000.000000000,West
166920,16000.000000000,West
165897,16000.000000000,West
166205,16000.000000000,West
168713,16000.000000000,West
168124,16000.000000000,West
165842,16000.000000000,West
162237,16000.000000000,West
162650,16000.000000000,West
164257,16000.000000000,West
165643,16000.000000000,West
168194,16000.000000000,West
163600,16000.000000000,West
166073,16000.000000000,West
167405,16000.000000000,West
169033,16000.000000000,West
163739,16000.000000000,West
163294,16000.000000000,West
165860,16000.000000000,West
163680,16000.000000000,West
165290,16000.000000000,West
164055,16000.000000000,West
166603,16000.000000000,West
169179,16000.000000000,West
169081,16000.000000000,West
169433,16000.000000000,West
163096,16000.000000000,West
166771,16000.000000000,West
162045,16000.000000000,West
165564,16000.000000000,West
169439,16000.000000000,West
163995,16000.000000000,West
167333,16000.000000000,West
168711,16000.000000000,West
165970,16000.000000000,West
167196,16000.000000000,West
165617,16000.000000000,West
164511,16000.000000000,West
165652,16000.000000000,West
167497,16000.000000000,West
169422,16000.000000000,West
162217,16000.000000000,West
161981,16000.000000000,West
165576,16000.000000000,West
165482,16000.000000000,West
167184,16000.000000000,West
168777,16000.000000000,West
164535,16000.000000000,West
166905,16000.000000000,West
162482,16000.000000000,West
168093,16000.000000000,West
167974,16000.000000000,West
168932,16000.000000000,West
164054,16000.000000000,West
166747,16000.000000000,West
166123,16000.000000000,West
165908,16000.000000000,West
168481,16000.000000000,West
162645,16000.000000000,West
164120,16000.000000000,West
167784,16000.000000000,West
168671,16000.000000000,West
168217,16000.000000000,West
164102,16000.000000000,West
166001,16000.000000000,West
163695,16000.000000000,West
167271,16000.000000000,West
169053,16000.000000000,West
164705,16000.000000000,West
165969,16000.000000000,West
166736,16000.000000000,West
168129,16000.000000000,West
162888,16000.000000000,West
163062,16000.000000000,West
162095,16000.000000000,West
164307,16000.000000000,West
162296,16000.000000000,West
165885,16000.000000000,West
164190,16000.000000000,West
167824,16000.000000000,West
163620,16000.000000000,West
162984,16000.000000000,West
168164,16000.000000000,West
164223,16000.000000000,West
164653,16000.000000000,West
164056,16000.000000000,West
164913,16000.000000000,West
163219,16000.000000000,West
163824,16000.000000000,West
163011,16000.000000000,West
165755,16000.000000000,West
163449,16000.000000000,West
168869,16000.000000000,West
161934,16000.000000000,West
168300,16000.000000000,West
162427,16000.000000000,West
166332,16000.000000000,West
167054,16000.000000000,West
162853,16000.000000000,West
163421,16000.000000000,West
164412,16000.000000000,West
163133,16000.000000000,West
168772,16000.000000000,West
169342,16000.000000000,West
163792,16000.000000000,West
165526,16000.000000000,West
162643,16000.000000000,West
163479,16000.000000000,West
169000,16000.000000000,West
161847,16000.000000000,West
161983,16000.000000000,West
166607,16000.000000000,West
169611,16000.000000000,West
163346,16000.000000000,West
165538,16000.000000000,West
168304,16000.000000000,West
164779,16000.000000000,West
168353,16000.000000000,West
167332,16000.000000000,West
166994,16000.000000000,West
167920,16000.000000000,West
168780,16000.000000000,West
162131,16000.000000000,West
167671,16000.000000000,West
167081,16000.000000000,West
169623,16000.000000000,West
164337,16000.000000000,West
168339,16000.000000000,West
166939,16000.000000000,West
164827,16000.000000000,West
167949,16000.000000000,West
162919,16000.000000000,West
166925,16000.000000000,West
168480,16000.000000000,West
163148,16000.000000000,West
166251,16000.000000000,West
163579,16000.000000000,West
162141,16000.000000000,West
166292,16000.000000000,West
168190,16000.000000000,West
168555,16000.000000000,West
162464,16000.000000000,West
162535,16000.000000000,West
164196,16000.000000000,West
166249,16000.000000000,West
162862,16000.000000000,West
162722,16000.000000000,West
165091,16000.000000000,West
165104,16000.000000000,West
165722,16000.000000000,West
166500,16000.000000000,West
163959,16000.000000000,West
164174,16000.000000000,West
166068,16000.000000000,West
168025,16000.000000000,West
167032,16000.000000000,West
167700,16000.000000000,West
166772,16000.000000000,West
161798,16000.000000000,West
166000,16000.000000000,West
163566,16000.000000000,West
163457,16000.000000000,West
163889,16000.000000000,West
168917,16000.000000000,West
168980,16000.000000000,West
162729,16000.000000000,West
164744,16000.000000000,West
162881,16000.000000000,West
167379,16000.000000000,West
169387,16000.000000000,West
163180,16000.000000000,West
163636,16000.000000000,West
163748,16000.000000000,West
164858,16000.000000000,West
163703,16000.000000000,West
165416,16000.000000000,West
168593,16000.000000000,West
168779,16000.000000000,West
168492,16000.000000000,West
163162,16000.000000000,West
164085,16000.000000000,West
163136,16000.000000000,West
165523,16000.000000000,West
163160,16000.000000000,West
163747,16000.000000000,West
168786,16000.000000000,West
165165,16000.000000000,West
163888,16000.000000000,West
167777,16000.000000000,West
163985,16000.000000000,West
167779,16000.000000000,West
169047,16000.000000000,West
169063,16000.000000000,West
163808,16000.000000000,West
164394,16000.000000000,West
167995,16000.000000000,West
163387,16000.000000000,West
169368,16000.000000000,West
164461,16000.000000000,West
163665,16000.000000000,West
167311,16000.000000000,West
168622,16000.000000000,West
162623,16000.000000000,West
165835,16000.000000000,West
167135,16000.000000000,West
162721,16000.000000000,West
165509,16000.000000000,West
165601,16000.000000000,West
163267,16000.000000000,West
165828,16000.000000000,West
163595,16000.000000000,West
165563,16000.000000000,West
167925,16000.000000000,West
169449,16000.000000000,West
164206,16000.000000000,West
168096,16000.000000000,West
161965,16000.000000000,West
165450,16000.000000000,West
163154,16000.000000000,West
169062,16000.000000000,West
165793,16000.000000000,West
167047,16000.000000000,West
165851,16000.000000000,West
168881,16000.000000000,West
165157,16000.000000000,West
166757,16000.000000000,West
169113,16000.000000000,West
165424,16000.000000000,West
162889,16000.000000000,West
163958,16000.000000000,West
168261,16000.000000000,West
165528,16000.000000000,West
166303,16000.000000000,West
167543,16000.000000000,West
162068,16000.000000000,West
167699,16000.000000000,West
165012,16000.000000000,West
166820,16000.000000000,West
167442,16000.000000000,West
168074,16000.000000000,West
168168,16000.000000000,West
163055,16000.000000000,West
164256,16000.000000000,West
166049,16000.000000000,West
167201,16000.000000000,West
164951,16000.000000000,West
169403,16000.000000000,West
167538,16000.000000000,West
164087,16000.000000000,West
167355,16000.000000000,West
167986,16000.000000000,West
165927,16000.000000000,West
162007,16000.000000000,West
163682,16000.000000000,West
168680,16000.000000000,West
168848,16000.000000000,West
161903,16000.000000000,West
164680,16000.000000000,West
165346,16000.000000000,West
167571,16000.000000000,West
166136,16000.000000000,West
166305,16000.000000000,West
162074,16000.000000000,West
167296,16000.000000000,West
161794,16000.000000000,West
167894,16000.000000000,West
169566,16000.000000000,West
164797,16000.000000000,West
164893,16000.000000000,West
167470,16000.000000000,West
167912,16000.000000000,West
169028,16000.000000000,West
169327,16000.000000000,West
168437,16000.000000000,West
168640,16000.000000000,West
166950,16000.000000000,West
167621,16000.000000000,West
166580,16000.000000000,West
162089,16000.000000000,West
163596,16000.000000000,West
165670,16000.000000000,West
167789,16000.000000000,West
167093,16000.000000000,West
167040,16000.000000000,West
163442,16000.000000000,West
164678,16000.000000000,West
164101,16000.000000000,West
167161,16000.000000000,West
165623,16000.000000000,West
164126,16000.000000000,West
165602,16000.000000000,West
166682,16000.000000000,West
167717,16000.000000000,West
167864,16000.000000000,West
164637,16000.000000000,West
165799,16000.000000000,West
167359,16000.000000000,West
163562,16000.000000000,West
165915,16000.000000000,West
162866,16000.000000000,West
167623,16000.000000000,West
169109,16000.000000000,West
166302,16000.000000000,West
164411,16000.000000000,West
164549,16000.000000000,West
164202,16000.000000000,West
168525,16000.000000000,West
163983,16000.000000000,West
163986,16000.000000000,West
167137,16000.000000000,West
162092,16000.000000000,West
163099,16000.000000000,West
164153,16000.000000000,West
166884,16000.000000000,West
167564,16000.000000000,West
162468,16000.000000000,West
164720,16000.000000000,West
167407,16000.000000000,West
164829,16000.000000000,West
164899,16000.000000000,West
164562,16000.000000000,West
166763,16000.000000000,West
164658,16000.000000000,West
169093,16000.000000000,West
166980,16000.000000000,West
164499,16000.000000000,West
168875,16000.000000000,West
169105,16000.000000000,West
166578,16000.000000000,West
162239,16000.000000000,West
161843,16000.000000000,West
162026,16000.000000000,West
166880,16000.000000000,West
168163,16000.000000000,West
163135,16000.000000000,West
164908,16000.000000000,West
165922,16000.000000000,West
167277,16000.000000000,West
161859,16000.000000000,West
167908,16000.000000000,West
165647,16000.000000000,West
166729,16000.000000000,West
168957,16000.000000000,West
169104,16000.000000000,West
166837,16000.000000000,West
164809,16000.000000000,West
166725,16000.000000000,West
168192,16000.000000000,West
164604,16000.000000000,West
166275,16000.000000000,West
162077,16000.000000000,West
161837,16000.000000000,West
166252,16000.000000000,West
164026,16000.000000000,West
166480,16000.000000000,West
163697,16000.000000000,West
165249,16000.000000000,West
165412,16000.000000000,West
166501,16000.000000000,West
162326,16000.000000000,West
168360,16000.000000000,West
168732,16000.000000000,West
164172,16000.000000000,West
164469,16000.000000000,West
164969,16000.000000000,West
163745,16000.000000000,West
165554,16000.000000000,West
166245,16000.000000000,West
163443,16000.000000000,West
165618,16000.000000000,West
165858,16000.000000000,West
168064,16000.000000000,West
168006,16000.000000000,West
165751,16000.000000000,West
165950,16000.000000000,West
167639,16000.000000000,West
164603,16000.000000000,West
164025,16000.000000000,West
168631,16000.000000000,West
166814,16000.000000000,West
163844,16000.000000000,West
163936,16000.000000000,West
169434,16000.000000000,West
162536,16000.000000000,West
168983,16000.000000000,West
169203,16000.000000000,West
169447,16000.000000000,West
167336,16000.000000000,West
162530,16000.000000000,West
168095,16000.000000000,West
169365,16000.000000000,West
162286,16000.000000000,West
166669,16000.000000000,West
164233,16000.000000000,West
163091,16000.000000000,West
164640,16000.000000000,West
165693,16000.000000000,West
166768,16000.000000000,West
166514,16000.000000000,West
163963,16000.000000000,West
167892,16000.000000000,West
166650,16000.000000000,West
164719,16000.000000000,West
164906,16000.000000000,West
165676,16000.000000000,West
166671,16000.000000000,West
166172,16000.000000000,West
166941,16000.000000000,West
168373,16000.000000000,West
169473,16000.000000000,West
165186,16000.000000000,West
162061,16000.000000000,West
162597,16000.000000000,West
165836,16000.000000000,West
166778,16000.000000000,West
167809,16000.000000000,West
164787,16000.000000000,West
168429,16000.000000000,West
164885,16000.000000000,West
163592,16000.000000000,West
167402,16000.000000000,West
169040,16000.000000000,West
165964,16000.000000000,West
166166,16000.000000000,West
168303,16000.000000000,West
168641,16000.000000000,West
163207,16000.000000000,West
168094,16000.000000000,West
162524,16000.000000000,West
166936,16000.000000000,West
163023,16000.000000000,West
163289,16000.000000000,West
165168,16000.000000000,West
168959,16000.000000000,West
163505,16000.000000000,West
168415,16000.000000000,West
169514,16000.000000000,West
164431,16000.000000000,West
168547,16000.000000000,West
162102,16000.000000000,West
163426,16000.000000000,West
166538,16000.000000000,West
169455,16000.000000000,West
165519,16000.000000000,West
163859,16000.000000000,West
162965,16000.000000000,West
169359,16000.000000000,West
162595,16000.000000000,West
164822,16000.000000000,West
165070,16000.000000000,West
166556,16000.000000000,West
164096,16000.000000000,West
167190,16000.000000000,West
167630,16000.000000000,West
168652,16000.000000000,West
162354,16000.000000000,West
165691,16000.000000000,West
166038,16000.000000000,West
167377,16000.000000000,West
166111,16000.000000000,West
162343,16000.000000000,West
165072,16000.000000000,West
161933,16000.000000000,West
168225,16000.000000000,West
165999,16000.000000000,West
166369,16000.000000000,West
167683,16000.000000000,West
165054,16000.000000000,West
167979,16000.000000000,West
165782,16000.000000000,West
164766,16000.000000000,West
168727,16000.000000000,West
166505,16000.000000000,West
163391,16000.000000000,West
165454,16000.000000000,West
163355,16000.000000000,West
163418,16000.000000000,West
168183,16000.000000000,West
162775,16000.000000000,West
166726,16000.000000000,West
166133,16000.000000000,West
162489,16000.000000000,West
166118,16000.000000000,West
162050,16000.000000000,West
162720,16000.000000000,West
169471,16000.000000000,West
165861,16000.000000000,West
167646,16000.000000000,West
163950,16000.000000000,West
168621,16000.000000000,West
165364,16000.000000000,West
166766,16000.000000000,West
168323,16000.000000000,West
163597,16000.000000000,West
